Accession	Protein name	Molecular Weight	pacFA.hit
Q9CSN1	SNW domain-containing protein 1 OS=Mus musculus GN=Snw1 PE=1 SV=3	61 kDa	2
Q9CYN2	Signal peptidase complex subunit 2 OS=Mus musculus GN=Spcs2 PE=2 SV=1	25 kDa	2
Q9CZH7	Matrix-remodeling-associated protein 7 OS=Mus musculus GN=Mxra7 PE=1 SV=2	19 kDa	2
Q9DBH5	Vesicular integral-membrane protein VIP36 OS=Mus musculus GN=Lman2 PE=2 SV=2	40 kDa	2
Q9EQI8	39S ribosomal protein L46, mitochondrial OS=Mus musculus GN=Mrpl46 PE=2 SV=1	32 kDa	2
Q9JIK5	Nucleolar RNA helicase 2 OS=Mus musculus GN=Ddx21 PE=1 SV=3	94 kDa	2
Q9JK48	Endophilin-B1 OS=Mus musculus GN=Sh3glb1 PE=1 SV=1	41 kDa	2
Q9R112	Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus GN=Sqrdl PE=2 SV=3	50 kDa	2
Q9Z1G3	V-type proton ATPase subunit C 1 OS=Mus musculus GN=Atp6v1c1 PE=1 SV=4	44 kDa	2
Q9Z2Z6	Mitochondrial carnitine/acylcarnitine carrier protein OS=Mus musculus GN=Slc25a20 PE=1 SV=1	33 kDa	2
A2AEV6	PRA1 domain family 2 OS=Mus musculus GN=Praf2 PE=4 SV=1	19 kDa	2
A2RSV8	Cytochrome c oxidase subunit IV isoform 1 OS=Mus musculus GN=Cox4i1 PE=2 SV=1	20 kDa	2
B1AU24	Apoptosis-inducing factor, mitochondrion-associated 1 OS=Mus musculus GN=Aifm1 PE=4 SV=1	67 kDa	2
D3YVH4	Splicing factor 1 (Fragment) OS=Mus musculus GN=Sf1 PE=4 SV=1	30 kDa	2
P97351	40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3	30 kDa	2
Q8R326	Paraspeckle component 1 OS=Mus musculus GN=Pspc1 PE=1 SV=1	59 kDa	2
Q8VDL4	ADP-dependent glucokinase OS=Mus musculus GN=Adpgk PE=1 SV=2	54 kDa	2
F6UF97	Uncharacterized protein (Fragment) OS=Mus musculus GN=Ncstn PE=4 SV=1	80 kDa	2
P62702	40S ribosomal protein S4, X isoform OS=Mus musculus GN=Rps4x PE=2 SV=2	30 kDa	2
A2ACG7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus GN=Rpn2 PE=4 SV=1	68 kDa	3
A2AEM2	Chloride channel CLIC-like 1 OS=Mus musculus GN=Clcc1 PE=4 SV=1	61 kDa	3
A3KGR9	Histocompatibility 13 (Fragment) OS=Mus musculus GN=H13 PE=4 SV=1	38 kDa	3
B9EHY2	Zinc metallopeptidase, STE24 homolog (S. cerevisiae) OS=Mus musculus GN=Zmpste24 PE=2 SV=1	55 kDa	3
E9Q761	GPI transamidase component PIG-S OS=Mus musculus GN=Pigs PE=4 SV=1	62 kDa	3
E9QKP8	Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus GN=Anp32b PE=4 SV=1	36 kDa	3
O09174	Alpha-methylacyl-CoA racemase OS=Mus musculus GN=Amacr PE=1 SV=4	42 kDa	3
O35465	Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus GN=Fkbp8 PE=1 SV=2	44 kDa	3
P22437	Prostaglandin G/H synthase 1 OS=Mus musculus GN=Ptgs1 PE=2 SV=1	69 kDa	3
P48962	ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4	33 kDa	3
P49070	Calcium signal-modulating cyclophilin ligand OS=Mus musculus GN=Camlg PE=1 SV=2	33 kDa	3
P61027	Ras-related protein Rab-10 OS=Mus musculus GN=Rab10 PE=1 SV=1	23 kDa	3
Q3TCI2	Putative uncharacterized protein OS=Mus musculus GN=Amfr PE=2 SV=1	73 kDa	3
Q3TKX1	V-type proton ATPase subunit S1 OS=Mus musculus GN=Atp6ap1 PE=2 SV=1	46 kDa	3
Q3U7R1	Extended synaptotagmin-1 OS=Mus musculus GN=Esyt1 PE=2 SV=2	122 kDa	3
Q3UPH1	Protein PRRC1 OS=Mus musculus GN=Prrc1 PE=2 SV=1	46 kDa	3
Q5I0W0	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1 OS=Mus musculus GN=Atp5f1 PE=2 SV=1	29 kDa	3
Q7TQ95	Protein lunapark OS=Mus musculus GN=Lnp PE=1 SV=1	48 kDa	3
Q8BLF1	Neutral cholesterol ester hydrolase 1 OS=Mus musculus GN=Nceh1 PE=1 SV=1	46 kDa	3
Q8BN21	Serine/threonine-protein kinase VRK2 OS=Mus musculus GN=Vrk2 PE=1 SV=2	58 kDa	3
Q8BRG8	Transmembrane protein 209 OS=Mus musculus GN=Tmem209 PE=2 SV=1	63 kDa	3
Q8BWM0	Prostaglandin E synthase 2 OS=Mus musculus GN=Ptges2 PE=1 SV=3	43 kDa	3
Q8R2Y2	Cell surface glycoprotein MUC18 OS=Mus musculus GN=Mcam PE=1 SV=1	72 kDa	3
Q91WE6	Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Mus musculus GN=Cdkal1 PE=2 SV=1	65 kDa	3
Q99JR1	Sideroflexin-1 OS=Mus musculus GN=Sfxn1 PE=1 SV=3	36 kDa	3
Q9CR67	Transmembrane protein 33 OS=Mus musculus GN=Tmem33 PE=2 SV=1	28 kDa	3
Q9D0M3	Cytochrome c1, heme protein, mitochondrial OS=Mus musculus GN=Cyc1 PE=1 SV=1	35 kDa	3
Q9QYE6	Golgin subfamily A member 5 OS=Mus musculus GN=Golga5 PE=1 SV=2	82 kDa	3
P53994	Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1	24 kDa	3
Q8VBT0	Thioredoxin-related transmembrane protein 1 OS=Mus musculus GN=Tmx1 PE=1 SV=1	31 kDa	3
Q9R0H0	Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus GN=Acox1 PE=1 SV=5	75 kDa	3
A1BN54	Alpha actinin 1a OS=Mus musculus GN=Actn1 PE=2 SV=1	103 kDa	0
A2A3Z2	A2A3Z2-R	?	0
A2A4H7	Junction plakoglobin OS=Mus musculus GN=Jup PE=4 SV=1	82 kDa	0
A2A5K6	A2A5K6-R	?	0
A2A5S1	Chromosome segregation 1-like (S. cerevisiae) OS=Mus musculus GN=Cse1l PE=4 SV=1	110 kDa	0
A2A690	A2A690-R	?	0
A2A6Q5	Cell division cycle protein 27 homolog OS=Mus musculus GN=Cdc27 PE=1 SV=1	92 kDa	0
A2A930	A2A930-R	?	0
A2A9Q1	Nardilysin, N-arginine dibasic convertase, NRD convertase 1 OS=Mus musculus GN=Nrd1 PE=3 SV=1	133 kDa	0
A2AE27	AMP deaminase 2 OS=Mus musculus GN=Ampd2 PE=4 SV=1	95 kDa	0
A2AFQ0	E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus GN=Huwe1 PE=4 SV=1	483 kDa	0
A2AFQ9	Gem (Nuclear organelle) associated protein 5 OS=Mus musculus GN=Gemin5 PE=4 SV=1	167 kDa	0
A2AH73	6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus GN=Pgd PE=3 SV=1	53 kDa	0
A2AH75	Kinesin family member 1B OS=Mus musculus GN=Kif1b PE=3 SV=1	130 kDa	0
A2AJM8	MCG7378 OS=Mus musculus GN=Sec61b PE=4 SV=1	10 kDa	0
A2AKG8	Focadhesin OS=Mus musculus GN=Focad PE=2 SV=1	199 kDa	0
A2ANY8	Ankyrin repeat domain 6 OS=Mus musculus GN=Ankrd6 PE=4 SV=1	71 kDa	0
A2AS45	Plakophilin 4 OS=Mus musculus GN=Pkp4 PE=4 SV=1	129 kDa	0
A2AT05	Peptidyl-prolyl cis-trans isomerase OS=Mus musculus GN=Fkbp1a PE=4 SV=1	12 kDa	0
A2AW03	P2X purinoceptor OS=Mus musculus GN=P2rx3 PE=3 SV=1	42 kDa	0
A2BDX0	Activity-dependent neuroprotective protein OS=Mus musculus GN=Adnp PE=3 SV=1	124 kDa	0
A2BH40	AT-rich interactive domain-containing protein 1A OS=Mus musculus GN=Arid1a PE=1 SV=1	242 kDa	0
A2CEE5	Ribosomal protein S6 kinase OS=Mus musculus GN=Rps6ka6 PE=3 SV=2	86 kDa	0
A2CFA7	Proteasome subunit beta type OS=Mus musculus GN=Psmb6 PE=3 SV=1	25 kDa	0
A2RSH1	A2RSH1-R	?	0
A2RSS6	Aspartylglucosaminidase OS=Mus musculus GN=Aga PE=2 SV=1	37 kDa	0
A2RTT4	MCG4297 OS=Mus musculus GN=Ube2n PE=2 SV=1	17 kDa	0
A3KML3	MCG126220 OS=Mus musculus GN=Ywhaq PE=2 SV=1	28 kDa	0
A6X942	A6X942-R	?	0
A7L9Z8	Calcium-transporting ATPase type 2C member 2 OS=Mus musculus GN=Atp2c2 PE=2 SV=1	103 kDa	0
A8C756	Thyroid adenoma-associated protein homolog OS=Mus musculus GN=Thada PE=2 SV=1	217 kDa	0
A8DUK4	Beta-globin OS=Mus musculus GN=Hbb-b1 PE=3 SV=1	16 kDa	0
A8IP69	14-3-3 protein gamma subtype OS=Mus musculus GN=Ywhag PE=2 SV=1	28 kDa	0
B0R1E3	Histidine triad nucleotide binding protein OS=Mus musculus GN=Hint1 PE=4 SV=1	13 kDa	0
B0V2V7	Bromodomain containing 4 OS=Mus musculus GN=Brd4 PE=4 SV=1	156 kDa	0
B1AQ76	Keratin 13 OS=Mus musculus GN=Krt13 PE=3 SV=1	48 kDa	0
B1AQ77	Keratin 15 OS=Mus musculus GN=Krt15 PE=3 SV=1	49 kDa	0
B1AUX2	HCF C-terminal chain 6 OS=Mus musculus GN=Hcfc1 PE=4 SV=1	215 kDa	0
B1AVB1	B1AVB1-R	?	0
B1AWL2	B1AWL2-R	?	0
B1AWN6	Protein Scn2a1 OS=Mus musculus GN=Scn2a1 PE=3 SV=1	228 kDa	0
B1AZ10	Cobl-like 1 OS=Mus musculus GN=Cobll1 PE=4 SV=1	130 kDa	0
B2RQC6	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase OS=Mus musculus GN=Cad PE=2 SV=1	243 kDa	0
B2RQH0	Desmoglein 1 beta OS=Mus musculus GN=Dsg1b PE=2 SV=1	114 kDa	0
B2RQS1	Striatin-3 OS=Mus musculus GN=Strn3 PE=2 SV=1	78 kDa	0
B2RRH9	Guanine monphosphate synthetase OS=Mus musculus GN=Gmps PE=2 SV=1	77 kDa	0
B2RXW1	Histidine ammonia-lyase OS=Mus musculus GN=Hal PE=2 SV=1	72 kDa	0
B2RXW8	Ppfia1 protein OS=Mus musculus GN=Ppfia1 PE=2 SV=1	140 kDa	0
B3RH23	Lamin A OS=Mus musculus GN=Lmna PE=2 SV=1	74 kDa	0
B7FAU9	Filamin, alpha OS=Mus musculus GN=Flna PE=4 SV=1	280 kDa	0
B7ZNL8	Protein Pus7 OS=Mus musculus GN=Pus7 PE=2 SV=1	75 kDa	0
B9EHJ3	Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=2 SV=1	189 kDa	0
B9EHJ7	Tcf20 protein OS=Mus musculus GN=Tcf20 PE=2 SV=1	216 kDa	0
B9EHN0	Ubiquitin-activating enzyme E1, Chr X OS=Mus musculus GN=Uba1 PE=2 SV=1	118 kDa	0
D2KHZ9	Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=2 SV=1	36 kDa	0
D3YU93	MCG121875 OS=Mus musculus GN=Rpl7a-ps3 PE=4 SV=1	30 kDa	0
D3YVV0	Protein Ttc13 OS=Mus musculus GN=Ttc13 PE=4 SV=1	87 kDa	0
D3YW26	Protein Tada2b OS=Mus musculus GN=Tada2b PE=4 SV=1	40 kDa	0
D3YW87	Filamin-C OS=Mus musculus GN=Flnc PE=4 SV=1	289 kDa	0
D3YWX2	YLP motif-containing protein 1 OS=Mus musculus GN=Ylpm1 PE=4 SV=2	241 kDa	0
D3YX34	Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=4 SV=1	127 kDa	0
D3Z061	Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=4 SV=1	115 kDa	0
D3Z216	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Fragment) OS=Mus musculus GN=Tab2 PE=4 SV=1	60 kDa	0
D3Z2J3	Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus GN=Dhx30 PE=4 SV=1	133 kDa	0
D3Z3F7	UDP-glucose 6-dehydrogenase OS=Mus musculus GN=Ugdh PE=3 SV=1	47 kDa	0
D3Z3U3	Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=4 SV=2	309 kDa	0
D3Z4Y4	Keratin, type II cytoskeletal 5 OS=Mus musculus GN=Krt5 PE=3 SV=1	60 kDa	0
D3Z5I1	Zinc finger CCCH-type antiviral protein 1 OS=Mus musculus GN=Zc3hav1 PE=4 SV=1	113 kDa	0
D3Z6B1	Keratin, type I cuticular Ha5 OS=Mus musculus GN=Krt35 PE=3 SV=1	48 kDa	0
D3Z6J9	Protein Gm5908 OS=Mus musculus GN=Gm5908 PE=3 SV=1	17 kDa	0
D3Z6R0	Keratin, type II cytoskeletal 6A OS=Mus musculus GN=Krt6a PE=3 SV=1	50 kDa	0
D3Z7X6	Uncharacterized protein OS=Mus musculus GN=Gm5581 PE=4 SV=2	88 kDa	0
D4AFX7	Protein Dnajc13 OS=Mus musculus GN=Dnajc13 PE=2 SV=1	255 kDa	0
D6RI22	D6RI22-R	?	0
E0CZ89	E0CZ89-R	?	0
E9PVT4	E9PVT4-R	?	0
E9PVX6	Protein Mki67 OS=Mus musculus GN=Mki67 PE=4 SV=1	351 kDa	0
E9PVZ3	Protein Ccdc144b OS=Mus musculus GN=Ccdc144b PE=4 SV=1	61 kDa	0
E9PWG6	Protein Ncapg OS=Mus musculus GN=Ncapg PE=4 SV=1	113 kDa	0
E9PWN2	Isoleucine--tRNA ligase, mitochondrial OS=Mus musculus GN=Iars2 PE=3 SV=1	81 kDa	0
E9PX48	Dedicator of cytokinesis protein 7 OS=Mus musculus GN=Dock7 PE=4 SV=1	238 kDa	0
E9PXM2	Uncharacterized protein OS=Mus musculus GN=1700003H04Rik PE=4 SV=1	22 kDa	0
E9PY26	Bleomycin hydrolase (Fragment) OS=Mus musculus GN=Blmh PE=4 SV=1	21 kDa	0
E9PYK8	E9PYK8-R	?	0
E9PYW9	Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=3 SV=1	91 kDa	0
E9PZP4	Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gm10313 PE=3 SV=1	36 kDa	0
E9PZR0	Amiloride-sensitive sodium channel subunit gamma OS=Mus musculus GN=Scnn1g PE=3 SV=1	72 kDa	0
E9Q042	E9Q042-R	?	0
E9Q0F0	Protein Krt78 OS=Mus musculus GN=Krt78 PE=4 SV=1	112 kDa	0
E9Q0H7	Prolyl endopeptidase OS=Mus musculus GN=Prep PE=4 SV=1	83 kDa	0
E9Q1E9	Structural maintenance of chromosomes protein OS=Mus musculus GN=Smc2 PE=3 SV=1	139 kDa	0
E9Q1M6	Protein Ankhd1 OS=Mus musculus GN=Ankhd1 PE=4 SV=1	263 kDa	0
E9Q1Z0	Uncharacterized protein OS=Mus musculus GN=4732456N10Rik PE=3 SV=1	58 kDa	0
E9Q2H1	E3 ubiquitin-protein ligase UBR5 OS=Mus musculus GN=Ubr5 PE=4 SV=1	309 kDa	0
E9Q2L7	E9Q2L7-R	?	0
E9Q2X6	Structural maintenance of chromosomes protein OS=Mus musculus GN=Smc4 PE=3 SV=1	144 kDa	0
E9Q316	Afadin OS=Mus musculus GN=Mllt4 PE=4 SV=1	207 kDa	0
E9Q3B7	Proteasome subunit alpha type OS=Mus musculus GN=Psma1 PE=3 SV=1	29 kDa	0
E9Q3L2	Protein Pi4ka OS=Mus musculus GN=Pi4ka PE=4 SV=1	231 kDa	0
E9Q3X0	Major vault protein OS=Mus musculus GN=Mvp PE=4 SV=1	97 kDa	0
E9Q4K5	Ribosome biogenesis protein BOP1 OS=Mus musculus GN=Bop1 PE=4 SV=1	83 kDa	0
E9Q507	GON-4-like protein OS=Mus musculus GN=Gon4l PE=4 SV=1	247 kDa	0
E9Q557	Desmoplakin OS=Mus musculus GN=Dsp PE=3 SV=1	333 kDa	0
E9Q577	BRCA1-A complex subunit RAP80 OS=Mus musculus GN=Uimc1 PE=4 SV=1	81 kDa	0
E9Q586	E9Q586-R	?	0
E9Q5L0	E9Q5L0-R	?	0
E9Q616	Protein Ahnak OS=Mus musculus GN=Ahnak PE=4 SV=1	604 kDa	0
E9Q664	Ubiquitin conjugation factor E4 B OS=Mus musculus GN=Ube4b PE=4 SV=1	133 kDa	0
E9Q6M2	E9Q6M2-R	?	0
E9Q7L0	Protein Ogdhl OS=Mus musculus GN=Ogdhl PE=4 SV=1	117 kDa	0
E9Q7P0	Protein Dnahc17 OS=Mus musculus GN=Dnahc17 PE=4 SV=1	509 kDa	0
E9Q7T7	Protein Chadl OS=Mus musculus GN=Chadl PE=4 SV=1	81 kDa	0
E9Q803	E9Q803-R	?	0
E9Q964	Fatty acid-binding protein, epidermal OS=Mus musculus GN=Fabp5 PE=3 SV=1	14 kDa	0
E9Q9V3	Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=4 SV=1	254 kDa	0
E9Q9Y2	E9Q9Y2-R	?	0
E9QAE3	Protein Btaf1 OS=Mus musculus GN=Btaf1 PE=4 SV=1	207 kDa	0
E9QB05	E9QB05-R	?	0
E9QK83	Small subunit processome component 20 homolog OS=Mus musculus GN=Utp20 PE=4 SV=1	318 kDa	0
E9QKE4	Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus GN=Rab3gap2 PE=4 SV=1	155 kDa	0
E9QKZ8	E9QKZ8-R	?	0
E9QLP8	Keratin, type I cytoskeletal 10 OS=Mus musculus GN=Krt10 PE=3 SV=1	49 kDa	0
E9QMJ2	ATP-dependent DNA helicase Q4 OS=Mus musculus GN=Recql4 PE=4 SV=1	140 kDa	0
E9QMN8	E9QMN8-R	?	0
E9QMZ5	Plectin OS=Mus musculus GN=Plec PE=4 SV=1	517 kDa	0
E9QNV2	Mediator of RNA polymerase II transcription subunit 23 OS=Mus musculus GN=Med23 PE=4 SV=1	157 kDa	0
E9QNW4	Uncharacterized protein OS=Mus musculus GN=Fam38b PE=4 SV=1	318 kDa	0
E9QPB3	WD repeat and HMG-box DNA-binding protein 1 OS=Mus musculus GN=Wdhd1 PE=4 SV=1	124 kDa	0
E9QPC6	DNA repair protein RAD50 OS=Mus musculus GN=Rad50 PE=4 SV=1	146 kDa	0
E9QPD7	Pyruvate carboxylase OS=Mus musculus GN=Pcx PE=3 SV=1	130 kDa	0
F6QFD1	cAMP-specific 3',5'-cyclic phosphodiesterase 4D (Fragment) OS=Mus musculus GN=Pde4d PE=3 SV=1	86 kDa	0
F6RPJ9	Insulin-degrading enzyme (Fragment) OS=Mus musculus GN=Ide PE=3 SV=1	114 kDa	0
F6TJL1	Serine/threonine-protein kinase N2 OS=Mus musculus GN=Pkn2 PE=4 SV=1	109 kDa	0
F6VFS9	F6VFS9-R	?	0
F6W0U9	F6W0U9-R	?	0
F6WSJ7	F6WSJ7-R	?	0
F6WVB0	Ephrin type-A receptor 10 (Fragment) OS=Mus musculus GN=Epha10 PE=4 SV=1	93 kDa	0
F6XKX9	F6XKX9-R	?	0
F6YP65	Heat shock protein 75 kDa, mitochondrial OS=Mus musculus GN=Trap1 PE=3 SV=1	80 kDa	0
F7A7Y6	Uncharacterized protein (Fragment) OS=Mus musculus GN=Gm6465 PE=4 SV=1	22 kDa	0
F7BA57	Protein BC088983 (Fragment) OS=Mus musculus GN=BC088983 PE=4 SV=1	39 kDa	0
F8VQ28	Paxillin OS=Mus musculus GN=Pxn PE=4 SV=1	65 kDa	0
F8VQ46	Trichohyalin-like protein 1 OS=Mus musculus GN=Tchhl1 PE=4 SV=1	71 kDa	0
F8VQE5	F8VQE5-R	?	0
F8WGQ4	F8WGQ4-R	?	0
F8WGR8	Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain OS=Mus musculus GN=Tgm3 PE=3 SV=1	77 kDa	0
F8WGT0	Uncharacterized protein (Fragment) OS=Mus musculus GN=Tln1 PE=4 SV=1	272 kDa	0
F8WHT3	Protein PRRC2B OS=Mus musculus GN=Prrc2b PE=4 SV=1	243 kDa	0
F8WJG8	Protein Zfp598 OS=Mus musculus GN=Zfp598 PE=4 SV=1	96 kDa	0
G3UWJ0	G3UWJ0-R	?	0
G3UX26	Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Mus musculus GN=Vdac2 PE=4 SV=1	30 kDa	0
G3UX48	Protein PRRC2A OS=Mus musculus GN=Prrc2a PE=4 SV=1	219 kDa	0
G3UYR5	G3UYR5-R	?	0
G3X8Y4	DEAH (Asp-Glu-Ala-His) box polypeptide 36, isoform CRA_a OS=Mus musculus GN=Dhx36 PE=4 SV=1	114 kDa	0
G3X928	SEC23-interacting protein OS=Mus musculus GN=Sec23ip PE=4 SV=1	111 kDa	0
G3X972	Protein Sec24c OS=Mus musculus GN=Sec24c PE=4 SV=1	119 kDa	0
G3X9B1	HEAT repeat containing 1 OS=Mus musculus GN=Heatr1 PE=4 SV=1	242 kDa	0
G3X9C2	MCG129854 OS=Mus musculus GN=Nccrp1 PE=4 SV=1	33 kDa	0
G3X9G4	Dynamin-2 OS=Mus musculus GN=Dnm2 PE=3 SV=1	98 kDa	0
G3X9J8	G3X9J8-R	?	0
G3XA23	MCG11564 (Fragment) OS=Mus musculus GN=1700019B03Rik PE=4 SV=1	56 kDa	0
G5E870	Protein Trip12 OS=Mus musculus GN=Trip12 PE=4 SV=1	224 kDa	0
G5E8A0	Oxysterol-binding protein OS=Mus musculus GN=Osbpl11 PE=3 SV=1	84 kDa	0
G5E8J4	Protein tyrosine phosphatase, non-receptor type 21, isoform CRA_a OS=Mus musculus GN=Ptpn21 PE=4 SV=1	134 kDa	0
G5E8M2	Anastellin OS=Mus musculus GN=Fn1 PE=4 SV=1	263 kDa	0
G5E8S0	PHD finger protein 14 OS=Mus musculus GN=Phf14 PE=4 SV=1	99 kDa	0
G5E8U2	G5E8U2-R	?	0
G8JL45	G8JL45-R	?	0
H3BJ40	Rho guanine nucleotide exchange factor 2 OS=Mus musculus GN=Arhgef2 PE=4 SV=1	110 kDa	0
H7BX26	Centrosomal protein of 170 kDa OS=Mus musculus GN=Cep170 PE=4 SV=1	174 kDa	0
H9KUX7	Protein SON OS=Mus musculus GN=Son PE=4 SV=1	226 kDa	0
H9KUX8	Baculoviral IAP repeat-containing protein 6 OS=Mus musculus GN=Birc6 PE=4 SV=1	529 kDa	0
O09061	Proteasome subunit beta type-1 OS=Mus musculus GN=Psmb1 PE=1 SV=1	26 kDa	0
O35737	Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus GN=Hnrnph1 PE=1 SV=3	49 kDa	0
O54734	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2	49 kDa	0
O55029	Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=2 SV=2	102 kDa	0
O55106	Striatin OS=Mus musculus GN=Strn PE=1 SV=2	86 kDa	0
O55135	Eukaryotic translation initiation factor 6 OS=Mus musculus GN=Eif6 PE=1 SV=2	27 kDa	0
O55201	Transcription elongation factor SPT5 OS=Mus musculus GN=Supt5h PE=1 SV=1	121 kDa	0
O70435	Proteasome subunit alpha type-3 OS=Mus musculus GN=Psma3 PE=1 SV=3	28 kDa	0
O70456	14-3-3 protein sigma OS=Mus musculus GN=Sfn PE=1 SV=2	28 kDa	0
P04104	Keratin, type II cytoskeletal 1 OS=Mus musculus GN=Krt1 PE=1 SV=4	66 kDa	0
P07356	Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2	39 kDa	0
P07724	Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3	69 kDa	0
P07742	Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus GN=Rrm1 PE=1 SV=2	90 kDa	0
P07744	Keratin, type II cytoskeletal 4 OS=Mus musculus GN=Krt4 PE=1 SV=2	56 kDa	0
P07901	Heat shock protein HSP 90-alpha OS=Mus musculus GN=Hsp90aa1 PE=1 SV=4	85 kDa	0
P08113	Endoplasmin OS=Mus musculus GN=Hsp90b1 PE=1 SV=2	92 kDa	0
P08775	DNA-directed RNA polymerase II subunit RPB1 OS=Mus musculus GN=Polr2a PE=1 SV=3	217 kDa	0
P10077	P10077-2-R	?	0
P10518	Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1	36 kDa	0
P11499	Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=3	83 kDa	0
P11835	P11835-R	?	0
P13864	DNA (cytosine-5)-methyltransferase 1 OS=Mus musculus GN=Dnmt1 PE=1 SV=5	183 kDa	0
P14069	Protein S100-A6 OS=Mus musculus GN=S100a6 PE=1 SV=3	10 kDa	0
P14685	26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus GN=Psmd3 PE=2 SV=3	61 kDa	0
P15105	Glutamine synthetase OS=Mus musculus GN=Glul PE=1 SV=6	42 kDa	0
P17897	Lysozyme C-1 OS=Mus musculus GN=Lyz1 PE=1 SV=1	17 kDa	0
P20152	Vimentin OS=Mus musculus GN=Vim PE=1 SV=3	54 kDa	0
P23492	Purine nucleoside phosphorylase OS=Mus musculus GN=Pnp PE=1 SV=2	32 kDa	0
P23591	GDP-L-fucose synthase OS=Mus musculus GN=Tsta3 PE=2 SV=3	36 kDa	0
P26043	Radixin OS=Mus musculus GN=Rdx PE=1 SV=3	69 kDa	0
P26231	Catenin alpha-1 OS=Mus musculus GN=Ctnna1 PE=1 SV=1	100 kDa	0
P26443	Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus GN=Glud1 PE=1 SV=1	61 kDa	0
P27546	Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3	117 kDa	0
P32921	Tryptophan--tRNA ligase, cytoplasmic OS=Mus musculus GN=Wars PE=1 SV=2	54 kDa	0
P35601	Replication factor C subunit 1 OS=Mus musculus GN=Rfc1 PE=1 SV=2	126 kDa	0
P35980	60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=2 SV=3	22 kDa	0
P39061	P39061-2-R	?	0
P42128	Forkhead box protein K1 OS=Mus musculus GN=Foxk1 PE=1 SV=2	75 kDa	0
P48678	P48678-3-R	?	0
P50247	Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3	48 kDa	0
P52480	Pyruvate kinase isozymes M1/M2 OS=Mus musculus GN=Pkm2 PE=1 SV=4	58 kDa	0
P53569	CCAAT/enhancer-binding protein zeta OS=Mus musculus GN=Cebpz PE=2 SV=2	120 kDa	0
P53995	Anaphase-promoting complex subunit 1 OS=Mus musculus GN=Anapc1 PE=1 SV=2	216 kDa	0
P54276	DNA mismatch repair protein Msh6 OS=Mus musculus GN=Msh6 PE=1 SV=3	151 kDa	0
P57780	Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1	105 kDa	0
P58404	Striatin-4 OS=Mus musculus GN=Strn4 PE=1 SV=2	82 kDa	0
P58871	182 kDa tankyrase-1-binding protein OS=Mus musculus GN=Tnks1bp1 PE=1 SV=2	182 kDa	0
P62259	14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1	29 kDa	0
P62307	Small nuclear ribonucleoprotein F OS=Mus musculus GN=Snrpf PE=2 SV=1	10 kDa	0
P62774	Myotrophin OS=Mus musculus GN=Mtpn PE=1 SV=2	13 kDa	0
